GeneNames,logFC,p_values
MRPS35,,0.116041480323167
GUCY1B1,,1.84073089832559E-09
SFSWAP,,0.471716430924401
TNK2,,0.0178561304005136
MON2,,0.0167704326039232
CDH3,,1.37209684941945E-05
ARSF,,0.0911199458503547
GPBP1,,
DGAT2,,0.00659972622074092
ZNF112,,0.0352574436162852
LTK,,0.190761916113734
ELMO2,,0.377223141877731
WAPL,,0.812369037588889
VMP1,,0.00868283548023508
APPBP2,,0.00406567806434524
SEZ6,,6.01800005831341E-11
EIF4B,,0.0228649270614065
SLC6A16,,
BICRA,,
SPHK2,,0.670235680768481
RPL18,,0.0238566463689299
CA11,,9.77336979206994E-06
ISOC2,,0.149198502300826
U2AF2,,0.0182194827545397
EPN1,,0.333780551776527
MED29,,0.754155442172046
GSC2,,0.0369439225371939
ZNF275,,0.0100446322531482
MTMR1,,0.790685668918869
GPC1,,0.169152520972552
ADCK1,,0.135620374184707
HAGH,,6.04208779069029E-06
RNF4,,
CASP8,,1.05419350245924E-09
LIMCH1,,8.39448913299723E-06
INTS13,,0.0879858999590954
TM7SF3,,9.9663508218066E-08
DLX3,,0.191253777832133
SPA17,,0.0637524090149087
TSPAN32,,0.716817420216105
CCN5,,0.273001913214111
DMRT3,,0.0107637946014415
ST3GAL6,,0.00155311975199075
ATP2C2,,0.365897060638719
NGFR,,4.04299354629578E-04
CDON,,0.67932844956729
TAF2,,
HIPK2,,0.0376036797824164
TNPO3,,0.0790110622661138
RFXANK,,0.06544783186976
TMEM161A,,1.23325992400263E-04
LPAR2,,0.420365129129877
CTSA,,4.66493747355563E-04
SUGP2,,0.00245955537594643
SLC12A2,,0.211258199810616
SNX24,,0.212535885098903
EYA2,,0.831739909719193
CNN2,,0.0227756718872383
ABCA7,,5.45226598906491E-04
SNCAIP,,4.4456081128579E-04
DDX20,,0.0023351198069345
BTBD1,,
FAR2,,0.0863596645625609
BCAS1,,0.00243749974426446
POU1F1,,
CHI3L2,,6.48331161314488E-07
SBNO2,,0.00226018473585979
PMS1,,0.0834439895764465
HMG20B,,0.0386786839133164
CALCRL,,3.52943746324661E-07
TAF11,,
ANKS1A,,0.488713350371601
AP3D1,,0.235675052317007
ZNF76,,0.274504334801768
SLC9A3R2,,0.0753817601470787
NTHL1,,0.21225500668495
UHRF1BP1,,0.235199228260197
GNAI3,,6.27901137934961E-04
IPO5,,
OAT,,0.00754218940286562
WDR3,,0.0576043613263345
PKN2,,0.00101879346414842
WDR18,,0.684859947019165
TRAM2,,4.94814182220165E-09
NTN1,,3.40692672213758E-11
GLP2R,,0.419013598714756
MCM10,,
DGKA,,0.00982901990492926
ERBB3,,0.00144668987976324
ROPN1,,0.40375769503952
ANKRD44,,4.47695653346739E-04
KARS1,,0.170830069483992
ADAT1,,0.0167515599248062
PDIA5,,5.24652235509128E-04
TBC1D22B,,0.0736528086578667
NDUFB4,,0.251977957937564
SPEN,,0.78017267587013
MYLK,,0.0108756716945605
ZC3H15,,0.0991102968601767
MAP2K4,,4.9646165030703E-08
PACC1,,0.00710494560882021
SNAP91,,6.20904972837528E-07
SLK,,7.29436684102266E-04
CYB5R4,,0.1729132854494
COL17A1,,0.110495658626757
GSTO2,,0.48597832007105
SEC61A2,,1.21566150574864E-04
PRKCQ,,0.00446764198381235
TLE2,,0.041477226375353
ASB1,,
FAM107B,,0.0494274020232643
ME1,,0.306998925271427
TBC1D1,,0.00736985066746706
CDK13,,0.815492832242669
MTHFD2,,8.93978788508296E-05
SLC9A7,,0.00306904315152286
FOXJ2,,0.757041305211424
PDE4A,,1.27552621080707E-06
PPP2R5A,,0.00311144707626148
CTNNA2,,0.00269628245223795
ELAVL1,,3.39054403000672E-06
TIE1,,0.065538982642816
DIP2B,,0.501994908070313
SMARCD1,,
KDM4A,,
NFYC,,0.398809396472265
ZMYND12,,0.339116402540574
SLC9A3,,0.16660255153849
NGEF,,0.0359379947926435
ASPM,,6.34490338341271E-06
CD84,,4.86127928383832E-08
SPI1,,0.0341992468446767
POLR1H,,0.0606591904570011
MPPED2,,0.856345131858323
CLDN18,,0.0360808354301312
ZBTB11,,0.00454444329398659
ATXN3,,0.0280807063822246
GOLGA5,,0.107915623084389
FGFR2,,2.58308049991604E-07
LRRC40,,0.759401503775453
ISOC1,,0.224583415591762
EML1,,
TRMT11,,0.800553579075994
THUMPD1,,0.596719722493707
MSANTD3,,1.49853386712487E-04
KIF26A,,0.0172067460462284
ATG2B,,0.00134065338714066
ARFGEF1,,0.633710679217833
ACSM2B,,
ZFAT,,0.720351534059163
MTFR1,,0.00154543403128141
STAG3,,0.198609436822156
FECH,,
MYO9A,,0.0358910285139541
DDX3Y,,0.00439636565188445
PFKP,,4.26497005933472E-04
IDI1,,0.168097131683749
SP100,,3.89792901662777E-07
KLF6,,0.00144552930227171
PLPP1,,0.657009522329914
NEO1,,0.0230365911494458
TRAM1,,1.38762139953727E-06
PHKA1,,0.00142027293186575
TNFRSF1A,,1.15465103945682E-08
CACNB1,,1.11007375533752E-06
EVI5,,0.00480103286730397
STOML1,,3.06459300394088E-04
PKM,,0.081202177887599
DHX29,,0.00647902807360429
DNTTIP2,,
METTL22,,0.269984577737641
TP53BP1,,0.0475970636889289
TRO,,0.562048099615875
RRP15,,1.38229968587105E-04
RHOA,,5.54531102282742E-04
DHX8,,
PRKCZ,,2.97550340373328E-10
ZFY,,0.299537669827711
IARS2,,0.592623109943162
SYT1,,2.88123163826047E-12
NAV3,,1.53512223291356E-07
IDH3G,,0.186794929455421
ROGDI,,1.53527444359205E-08
PDZD4,,2.64105478688925E-08
ATP2B3,,7.62264691364104E-10
ROCK1,,0.0994302859171237
CBFB,,1.86369053758783E-06
PDK3,,6.10993700436689E-06
HYAL2,,0.0655664515323074
HDAC4,,0.0787433753207364
RASSF1,,0.461602203032257
FGFR3,,0.00443755480307751
IFI35,,2.89672900658993E-06
HEATR6,,
COASY,,1.0208564966935E-04
PLEKHH3,,0.366228351420051
MEF2A,,5.19705091579398E-04
OTUD5,,0.021918761235703
TFE3,,0.496080923227178
TBC1D25,,0.15742204946165
ACSL4,,0.691016517808883
INPP5A,,1.0208564966935E-04
GPKOW,,0.819060197120568
GRIPAP1,,0.00167049834110191
FTSJ1,,0.10425926291904
PRR11,,0.292132879135004
REEP1,,0.00477753968937612
ATP11A,,0.0283873414620699
POLR1A,,0.419019835965687
LAPTM4A,,5.42750604498491E-06
TTC7A,,0.0266493656834317
IP6K2,,0.459915990370231
SRBD1,,1.32252431766704E-05
KIF2A,,
RASGRP2,,0.00486778022231586
PSME4,,0.00921924886132337
IFT80,,0.21248278004691
SIRT2,,0.282464250472868
ERLEC1,,0.765281660888997
PPP2R5B,,2.54954688887596E-09
PYGM,,5.55381992141233E-09
PITX1,,0.00282467653257522
TRPC7,,0.054348437668278
MAST4,,2.38795983561432E-04
ADGRF5,,0.198438924510439
SDK2,,0.742045158923803
ADAM7,,0.250595909508638
NUP133,,0.11968500742931
NUCKS1,,
DNAJA2,,0.718763680186448
BCL3,,0.00308003761261019
KCNAB2,,9.8190965046254E-12
ABCC9,,0.609064628321083
GAL,,0.684267434326321
CLEC2D,,3.36667494587174E-07
FUNDC1,,0.700859000171825
MAOB,,4.25853789230604E-05
RORA,,0.00211519985991291
DRD4,,0.208219233734874
TGFBR3,,0.388926012625563
HES2,,0.0545755098294476
ATP1B3,,0.00563963200948034
NEDD4,,3.15226188884138E-07
PIGB,,4.90380727413234E-05
MAPK6,,0.0316677349485359
GNB5,,1.50116574238687E-08
RAB27A,,3.23650442064685E-07
HDHD5,,0.187541937550732
UFD1,,0.0581865428192272
LRP6,,0.00307539524885158
GUCY2C,,
SCT,,0.0446528495254203
PHRF1,,0.104069730288506
ELP1,,0.509651199267233
NUCB2,,0.00257797181394574
PFN2,,0.0258092895483919
PTPN3,,1.20824139146765E-04
SPTB,,0.0200052606661912
DAPP1,,0.289905459489593
FGF10,,0.0159936019437286
SLC44A1,,0.0318778028227939
TMEM260,,0.423005238530218
SMG6,,0.138183366280928
EXOC5,,0.476412663735631
CLTCL1,,0.323884773075315
FGF22,,
FSTL3,,
DGCR2,,0.129440082244434
RNF126,,0.808676681052495
MNT,,0.0109816271717716
ZXDC,,0.239388075021659
JMJD6,,0.528963248246862
POLB,,0.00367528255960345
ST6GALNAC1,,0.237800361531128
WIPI1,,0.339595466390279
FRMPD1,,0.262292587859074
GBA2,,3.09304898745222E-09
NDST1,,0.822537133157874
AP3M2,,7.25400779055364E-09
CNGB1,,0.0137073152346244
CHAT,,0.112811495017792
PABPC1,,0.042259600273544
TESK2,,0.0143029063215304
CFAP20,,
CSNK2A2,,0.720389054926341
PTPN21,,2.92099613657322E-06
EIF2B3,,0.034882048087214
CAMK2A,,3.37962959492915E-06
TCOF1,,9.62206652520086E-04
CDC42,,0.243698627550364
OSBPL3,,0.576283587518771
EPHA8,,0.882574415888501
SLC12A3,,0.256947653709798
RAD18,,0.00534991340314818
ATP2B1,,0.00243176389476176
TRPM5,,0.330514580051607
NCK2,,0.0704805413665432
MAP4K4,,0.120684652678043
MGAT4A,,0.0353947681704502
RPL31,,
WDR1,,1.09185811021603E-04
SNX13,,0.185637396430597
MS4A12,,
ARHGAP10,,0.726207232510115
RPS6KA2,,
ING3,,
VASH1,,0.271640628873675
LMCD1,,3.53226202228398E-08
BUD23,,0.0189881394729749
SEL1L,,0.0423038348220074
TRIP13,,0.0161934745594417
ATP6AP1,,0.705819196499918
TCF3,,0.0244573979029072
TRIB2,,7.82978035852205E-05
DAZAP1,,0.0299414384473908
MBD3,,
PRLH,,0.0142982983654744
HLTF,,0.306067583885903
FAM50A,,0.383555081424163
FAM3A,,0.667512299357418
CPSF1,,0.701040335010051
MYO3B,,
CYBRD1,,0.66451275946434
CDH19,,4.35343761662983E-04
PDCD2,,0.20093502232004
SLC6A15,,1.90719857046111E-13
RDH11,,2.7209638621236E-04
PRKACA,,0.833346966120441
ADGRL1,,9.86539689244868E-05
SPP2,,0.120549109001369
ACTN1,,0.00520142644251044
ZFYVE26,,0.466380137339295
RPS6KA6,,2.48584733856968E-05
EPN2,,2.1636987435727E-07
PTPN18,,8.93099219159467E-04
LIMS2,,0.771690534164336
ASIC4,,0.00104861807724738
SPEG,,0.0486525121068213
LNX1,,0.184581037348456
ALDH3A2,,0.607353612909537
TFRC,,4.16313109396973E-05
SREBF1,,0.408848476178561
TRPC5,,0.0352163685093822
AFF4,,0.17516370611224
UBE2D1,,0.0215336555959508
MPP5,,0.387776677646492
RHOBTB1,,0.219939005798826
SMC1A,,5.0280698597881E-04
MARK2,,0.0238034515518003
HMMR,,0.00110227477554048
CHFR,,0.318479417781741
TRHDE,,0.00655004567077341
P4HA2,,0.089684273272882
FCGR2B,,0.0104662413300726
NFATC3,,0.00793856031021161
TRNT1,,0.822341138662895
ACADVL,,0.468474143201333
STK10,,7.29051697855546E-04
FBXW11,,0.391993329678993
ACAP1,,0.136896653852899
CRMP1,,1.9615609180323E-04
DERL2,,0.0435044255479266
SIDT1,,1.62497733531588E-06
NDE1,,0.333133994679743
IRAG1,,5.80829631946286E-06
TMEM38A,,4.5128803323079E-08
AP1M1,,0.438799844707315
PVR,,0.0954160014474733
XRCC1,,
SCARB1,,0.0790677945926573
CYP2W1,,0.0570057573594055
MCM2,,4.98759199151256E-04
MOV10L1,,0.502302392470189
PANX2,,0.16268936752412
SELENOO,,0.0846504920459865
TP63,,0.885693229763687
ALPK1,,0.0074850136859469
LLGL2,,0.00636452890600523
PDE8A,,0.55442776949173
CLCN4,,7.58144249265045E-09
NLE1,,0.119120656081174
FNDC8,,
GSDMB,,1.90070231323009E-04
KDM5A,,0.0962038616637013
ADAM11,,8.82493467629212E-13
PPP2R3A,,0.250362599586676
FERMT2,,5.20860685711396E-05
ABCB11,,0.14280827534955
DHRS9,,0.0140929137884656
CD5L,,0.535969785193683
PTGS2,,0.527750916218471
IGF2BP2,,5.57435377988512E-06
MAP3K13,,
ST6GAL1,,3.73345107307951E-07
TBX21,,0.0898356920056932
FRY,,0.0398408622920051
PICALM,,0.00605411548805968
NSF,,1.79880110517647E-10
GLI2,,0.132022253037575
CLASP1,,0.0635588771967892
MRPS34,,0.214331169915561
NOTCH3,,0.00730838939192061
CLNS1A,,0.209835064180763
PPP2R2C,,2.95176949240583E-17
TEAD2,,0.663446100246688
CDHR2,,0.350700466262089
SNCB,,5.93270472394134E-12
TSG101,,0.358422273882079
NCBP3,,0.621071127674445
ATP2A3,,0.57856755450889
CA12,,0.779730109480029
MGLL,,0.35078345947293
NTN4,,0.0521026076761853
BCS1L,,0.796445724413794
NUAK1,,1.18054765064938E-05
DPP8,,0.0217419694267392
SLC24A1,,1.15667810059053E-04
ZNF532,,0.0159862017352319
SCARF1,,0.0595818315143339
LMAN1,,1.23516232223696E-06
HACD3,,
IPCEF1,,1.84073089832559E-09
ZZEF1,,0.395763722718189
NOX3,,
ENO1,,0.0722447746494106
SLC12A1,,0.218569447707493
MYDGF,,0.0476293183582618
ANO8,,0.0177903140155033
TUBE1,,0.596719722493707
ARHGEF10L,,0.329677294810666
TXK,,
WSCD2,,6.03246603958902E-07
KCNQ2,,3.50475713385529E-10
TACR2,,0.521174260481158
ACTR6,,0.37343381032091
TIPIN,,0.00380892036318333
SRI,,1.355945213891E-04
EIF4G3,,0.220296825770691
NUP37,,1.48428659826548E-05
SEMA3A,,0.00216305014769212
GTSE1,,0.415178501936595
SEMA3C,,0.502549715852127
TTC38,,3.09342352798971E-06
ACAT1,,0.418150237280197
GRAMD4,,0.555825146817506
CELSR1,,
WNT8B,,0.00689139853852033
ZNF638,,0.465836737572969
SLC25A40,,
TIMM21,,0.439898274659612
ADD2,,2.88123163826047E-12
FGF4,,0.633589749472041
RASAL2,,0.187412758077199
VPS9D1,,0.516501481582608
ZNF37A,,0.644769747784246
MARK3,,0.030321617651008
SLC25A3,,
FNDC3B,,2.37647254709811E-06
FOSL2,,0.0300929957672879
CACNG5,,
CACNG4,,0.0116033497906335
FRYL,,0.66422595315334
TMEM131,,0.0221342324296872
FSCN1,,0.0910802075198471
ACTB,,
MOCOS,,0.0596257294498016
PLD1,,0.448056242921929
ATP12A,,0.58996133091296
WDR62,,4.30839936906426E-04
DLG1,,0.00103784201856082
RAB7A,,0.0398489975882024
SEC31B,,0.206530036834018
SART3,,0.771066859947397
ARHGAP15,,1.96317188803367E-07
PAX2,,
EXOSC7,,
KIFAP3,,0.0196919830915976
MKRN2,,0.0150426680580616
MCM6,,0.335416918241764
REXO2,,0.351297538081365
RBM7,,7.55072650066814E-05
RBMS2,,0.00434395698451322
BAZ2A,,0.00154587016998424
PTPN23,,
MLH1,,0.0100872682561271
UNG,,0.765262845580888
FMO4,,0.00168625737098127
KLHL20,,0.0791260369883528
RGS11,,0.00320322023307299
SLC46A1,,0.00424382450941093
PLXNA2,,6.94492226913866E-09
SPAG5,,8.12271015147806E-06
ANKRD13A,,0.264596246663702
TPD52,,3.8305002511381E-04
ACACB,,0.53464625022465
TRAF4,,2.1636987435727E-07
PAG1,,0.167927777660317
GPATCH1,,0.83994529636418
ICAM3,,0.0571617112518184
NT5C2,,0.474087882593501
MCAM,,0.00213665524016792
GPC4,,0.00355541029805705
MBNL3,,8.3140042147011E-07
RAP1GAP,,1.05986118136309E-04
XAB2,,0.598010375965862
ARHGEF1,,2.4959737733002E-04
STXBP2,,
NMRK2,,0.025568008036555
DGKD,,0.00750266586307568
CTTNBP2,,0.0027352110931496
ACTL6B,,3.69020903220237E-12
RARB,,0.772610307751562
TOP2B,,0.472718812317617
TM9SF3,,2.66012714326693E-04
NFKB2,,0.0442633411564118
UBE2T,,1.26483176437133E-06
PPP1R12B,,2.27523384237454E-09
DNAJC10,,2.72113857461886E-05
GTF3C1,,0.256273707485866
IL4R,,0.0515988484183975
USP33,,0.522753761357207
PAK3,,0.00114766505643483
CAPN6,,0.246387076043566
DCX,,0.135368980457945
SNRPA,,0.0251549277419731
SPAG6,,2.80245150154221E-04
EXOSC5,,0.365131875144698
DYNC1I2,,0.277649159294124
APBB1IP,,9.07411792410678E-08
FAM76B,,0.0842242261567118
SIRT6,,0.308524103762199
TYR,,
POLD3,,0.109971106902337
ACTN2,,1.83448942226605E-04
CAPZB,,0.00519410020495341
GPR137B,,0.753995769057394
NAALAD2,,0.64099287940485
JADE1,,0.510628392488649
SLC25A43,,9.93605202871008E-08
UBE2A,,0.0260353759382826
FGFR1,,2.7405560400179E-05
FKBP6,,0.010917787691172
SMC1B,,0.0110573722233672
FBLN1,,0.721868248799389
ITGA8,,0.0313170421914036
CST7,,
MAP2,,0.00418046767895286
PIAS2,,0.23910508430991
AMPH,,1.04753022018106E-07
ARAF,,2.31236162879217E-07
MCCC1,,
LAMP3,,0.00196025722924173
FAP,,0.591242980345973
NEBL,,0.0472074160927275
ACER3,,0.670520507570992
UBE2K,,3.44816637453856E-04
PIK3C3,,0.0815833858734309
N4BP2,,3.64297337240948E-06
TULP3,,
SYNJ2,,0.781201108932169
ADCY2,,4.43898210897434E-07
PPP2R5C,,0.426237335416069
PMS2P1,,0.0239984126993383
RBFOX1,,2.91293327573327E-12
GNB1,,0.00331696825459493
HOXA9,,0.174534442558453
EDN1,,6.03809432463121E-06
MLLT10,,
ZCWPW1,,0.00696261466333349
ADCYAP1R1,,0.666250000621658
FGF20,,0.399276409134649
P2RY10,,0.12680860112044
ITM2A,,2.06475250749087E-04
NRDC,,0.121853951606123
VDAC3,,6.8282903818892E-04
PCM1,,6.32711563819265E-05
TNRC6C,,0.193975104108491
CBFA2T2,,7.41358199940708E-09
BRINP1,,0.00217341387736852
ITCH,,0.0304971810149504
PKD2L2,,
TP53INP2,,0.00382629758954341
SDF4,,3.63508164294065E-04
MYH7B,,1.35883583484501E-07
BPIFB2,,0.44671489393582
TP73,,0.0255305881596322
TOLLIP,,4.853148681803E-04
UBE2D4,,0.0203082292155959
CLUL1,,0.00885287346172783
RUNX1T1,,0.00948752752011351
CDH17,,0.367588645193278
THOC1,,0.296720286192496
FKBP7,,1.16078016394703E-05
OSBPL6,,0.00110998571910732
SLC1A3,,3.67708098575092E-06
XRCC5,,3.85332731644769E-06
LXN,,4.60847002296798E-05
SP140,,0.0150609634094712
MKNK1,,0.73362951426967
TNS1,,5.53206001997059E-04
REXO1,,0.0297038289299654
SAR1A,,0.282876133001256
CDC14A,,0.128766508740941
RAPGEF3,,1.04671475487683E-06
CEACAM1,,0.474804066701559
SENP1,,0.0164329358017394
DUSP13,,0.210393730298193
CIC,,0.210042092582087
LIPE,,0.306067583885903
FDFT1,,0.865150438797182
PAFAH1B3,,0.383831145440946
AFM,,0.118854403510681
KIF22,,0.491542444759298
SCGN,,0.0823039526929602
CARMIL1,,6.27375532873779E-07
PGM1,,0.606475284620294
DDX1,,0.23177214614077
DNM2,,2.90460170615177E-04
EPB41L2,,0.216795304020097
RIMS1,,1.6370277219991E-09
MOXD1,,0.53091782437173
STX7,,0.010213857444483
KEAP1,,0.353868782895832
DDX43,,
PTPRH,,0.803717077529885
DCT,,0.865070136823138
SLC35C2,,0.148898601390828
CRYBG3,,0.802502387011782
EPHA6,,0.303249763115404
SCTR,,0.696678900622675
RFX3,,0.0650536611116005
RIF1,,0.0158927671218397
RAB21,,
SLC4A4,,0.822551987561122
SMARCA2,,0.444173540688407
RDH8,,0.21681158906334
SESN1,,0.024521831941536
MID2,,0.0648215065378368
DNAAF6,,0.342675496880698
COL5A3,,0.0491522984744186
SRCAP,,0.0292432616918299
PUM3,,8.95033687236243E-04
CPB2,,0.109695845678081
CHRNA3,,0.558183166885629
KCNN2,,2.58632627460437E-08
CNOT4,,0.34389080572232
PSEN1,,0.284402015001294
CPOX,,0.281514223956054
CLDND1,,0.110137308673811
MOK,,
HSP90AA1,,7.85232587269998E-04
RBL1,,1.31755826754973E-07
DLGAP4,,0.0579452419629231
IGSF9B,,7.06900635909283E-05
CFHR2,,0.00640158698319291
CROCCP3,,0.0368074962701064
NDC80,,9.09407028969942E-05
AP4E1,,0.320364983329272
RSBN1,,0.853128214440553
MAGI3,,2.00079644700447E-05
CXCL2,,0.133691866865163
AFP,,0.794435108741564
COL4A4,,1.02111073382659E-04
TCF7,,0.183900719414939
OSTM1,,0.0378544311127651
CDH7,,7.9192137637503E-07
IMPG2,,
PCNP,,0.785381839379906
EXD2,,0.217850840655817
ARG2,,0.669874432197393
MEF2C,,0.0736528086578667
PTPRC,,2.83857332647208E-07
CACNA1S,,0.00193347122065139
PKP1,,0.175618086553305
UBA5,,0.575842927625207
STK17B,,0.148381978456289
CDC14B,,6.05838474574862E-04
ZNF510,,0.228482325912344
LRP2,,0.624950858268973
ZNF506,,0.181037482314613
JMJD4,,
DUSP12,,0.345541659877232
AACS,,0.00211294665027058
DELE1,,0.533715996654655
SLC13A1,,
CADPS2,,9.60418706064787E-07
PCDHB4,,0.505493890737746
PCDHA6,,0.159030803333847
HSPB11,,
PHLPP1,,0.00361824942477705
ATP8B1,,
IL12RB2,,0.00113868334536215
SMARCD3,,0.00739525293497432
WDR70,,0.176614143129505
FYB1,,9.76770312757203E-08
BZW1,,0.0232855899860546
PGR,,0.640167270581941
C1QTNF3,,0.00240633057839493
ME2,,0.0163477702890703
C5orf22,,0.415896201121666
CCNT2,,0.440271056892981
FAM135A,,0.0832005735809551
COL19A1,,
EPB41L3,,8.01126094885177E-04
COBLL1,,0.769209725935237
DLG3,,6.89479888573402E-04
KCNK2,,1.91846158925692E-05
SERTAD4,,0.0261053418775366
TRAF5,,0.678720420029592
MRPL22,,0.796113713775442
GEMIN5,,0.181206404171514
OPRK1,,0.0318543808396261
NFE2L1,,0.531058698181506
SEMA5B,,0.023394027563481
GSK3B,,0.453811716461119
ITGB5,,0.0264213641584195
ERC1,,0.753997752690754
XPO1,,0.421804754031872
LINC01587,,0.0596902752804195
RNF13,,0.0646616310061847
TRPM3,,4.21368637781423E-08
PALB2,,0.507913937084154
DOP1A,,0.0168476693107669
LYRM2,,0.0795915128702102
BCKDHB,,
KAT6A,,0.0588805012603892
TUT7,,0.1832236894354
ULK2,,7.00447167240575E-05
GRHL2,,
TNPO1,,0.0249342379087242
PLOD1,,0.00399835431224013
P2RX5,,3.65884037386144E-08
ITGAE,,0.723834776583984
DIS3,,0.582409422282218
PIBF1,,0.0145848191311599
TDRD3,,0.439318396354992
NUFIP1,,0.365127900817021
PDS5B,,0.503727635097542
OXCT1,,9.47000060683868E-06
RRAGB,,
CYLD,,1.50339391729786E-04
SLC27A5,,0.0267945547659011
ZNF671,,0.630996681068665
ZNF416,,1.30314077263574E-04
ZNF586,,0.188279936086255
ZNF446,,
ZNF264,,0.221564040883008
RPS5,,0.261629245286825
FAT1,,0.412015652525081
YTHDC1,,0.556754762875476
CHMP2B,,0.03165816748406
SMAP2,,0.0499493637691436
PPIE,,0.703561514046403
ZMPSTE24,,7.18347329219194E-05
STARD7,,
NOA1,,
REST,,0.0712738327519801
HAL,,0.12185651961647
SSH1,,0.65547077183385
GSTP1,,5.95341352143439E-05
APLP2,,0.299062636735093
FAM234B,,1.00261012254236E-08
SLCO1A2,,0.603608611128865
WBP11,,
EIF3I,,0.320767259092329
NKAIN1,,9.6739512024672E-10
COL16A1,,0.00980594992276488
TXLNA,,7.40616471689937E-07
APOB,,0.00102466958337421
NCOA1,,0.280750174917037
AGBL5,,0.25911308118161
EFR3B,,2.04662439245408E-07
KIF3C,,8.92702320355744E-07
RAB10,,0.00168211248448708
GCKR,,
HADHA,,9.86539689244868E-05
MAPRE3,,0.00461094842058455
CAD,,2.03431559830217E-04
CD59,,4.93592238059542E-08
CD82,,1.3491662345683E-04
BCORL1,,7.66233272389166E-07
ATRX,,0.27392878221791
AK6,,
FCN1,,0.497944474757693
MYNN,,0.104367100655548
MECOM,,0.0183533198091172
SCAMP1,,0.0420816287456478
PREP,,0.388144209029853
HACE1,,0.110294965516904
SEH1L,,0.358843361866503
WDR47,,3.01608483631973E-07
WDFY1,,0.121158100212097
OVGP1,,0.0134443368111375
SLC25A24,,7.69812940880666E-05
MAP3K4,,
PILRA,,0.0042616907754497
IGSF9,,0.395333371647178
ABCB1,,0.381194730436572
ZNF213,,0.0266407216646707
AKR1B1,,
CPNE3,,6.41523588085931E-07
RRN3,,0.194063494414923
CTTN,,
WNT11,,0.012765528243658
MTIF2,,0.443867346840332
DDHD2,,1.29351078723001E-06
TTC39A,,0.494338478214276
EPS15,,0.0166293782337747
ORC1,,0.0474693597819668
MGST2,,0.0107542718314412
CHERP,,0.569352928712831
ATG16L1,,0.00978100742826235
USP40,,9.50438520634328E-04
POMGNT1,,2.93666260572048E-04
RAD54L,,
MAST2,,0.0473849037418809
DNAJA1,,0.146711086651309
B4GALT1,,0.00954313093652504
CHMP5,,
NFX1,,0.324584953501317
AQP6,,
DIMT1,,0.0257986738198818
IPO11,,0.225645023996537
EIF2AK1,,0.66049053910718
NME8,,0.040600372393548
EPDR1,,0.0448824164210369
SNX10,,0.063688644081819
SEPHS1,,0.0580629838686355
MRPL28,,0.042678305957205
HBQ1,,3.30842527053735E-05
ITPKC,,1.04782339119213E-05
FAT2,,0.0936647523820491
RBM22,,0.00184746793675976
TMED2,,0.0087439609335523
ERO1B,,0.0986665335715474
HSD17B2,,0.737147579477038
TXLNG,,
PPEF1,,2.56163863228856E-04
LAT2,,6.2797458352196E-09
HUWE1,,0.0930636370971912
ZW10,,0.00755901031399258
ALG9,,0.024467929822838
MYBPC2,,0.108278456127505
NOX4,,6.35621277966218E-07
ACOX3,,0.174534442558453
MTMR2,,
PPP1R15A,,
HSD17B14,,0.0718974392685148
TRIP6,,2.43359241102023E-06
ACHE,,0.0602716734546639
SRRT,,0.812996954145706
BAX,,0.0609561765593265
NLK,,7.98049669988814E-06
ADAMTS2,,0.537684607043606
TMPRSS11E,,0.773946423544723
ATXN7L3,,7.80062985499493E-08
PGS1,,0.354638845976024
PSMC5,,0.530322208758055
UIMC1,,0.795021078058279
CETP,,0.00528498723375315
MMP2,,4.24165474516984E-05
LPCAT2,,7.37422810991166E-04
GNAO1,,
OGFOD1,,0.635006442792
SH3BP2,,0.00105290030704669
NOP14,,0.444034536944745
ADD1,,
L2HGDH,,
TXNDC16,,0.907842375158679
RTRAF,,8.65020448311274E-04
NID2,,1.83937771278748E-07
GMCL1,,0.45344731953934
SF3B2,,0.0205743965161443
KLHL42,,0.575092221431917
GNAS,,
DNM1L,,4.29496966463619E-06
PTHLH,,0.00139385312057727
PHACTR3,,0.116258302523963
ERGIC2,,0.116276926366603
TFAP2C,,0.0467126036633611
